key,query,source,score
Sport_and_Leisure.docx@AllSports.docx,"with the help of mobile internet's capability, snl communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.","with the help of mobile internet's capability, social communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.",0.964182675
Sport_and_Leisure.docx@AllSports.docx,"the definition of value is based on output cost and profit return, which results in a ""factory-type"" centralized processing mode.","the definition of value is based on output cost and profit return, which results in a ""factory-­‐type"" centralised processing mode.",0.962878585
Sport_and_Leisure.docx@AllSports.docx,anyone and any third-party software can contribute their own applications to the platform of sport and leisure public blockchain.,anyone and any third party software can contribute their own applications to the platform of all sports public blockchain.,0.962741613
Sport_and_Leisure.docx@AllSports.docx,"economic system
party with ip assets
enroll in an asset distribution platform and then issue ip tokens which are named after the respective ip, in exchange for snl from supporters and fans.","economic system

party with ip assets

-­‐ enroll in an asset distribution platform and then issue ip tokens which are named

after the respective ip, in exchange for soc from supporters and fans.",0.962666392
Sport_and_Leisure.docx@AllSports.docx,"cps
buy ip tokens on the asset trading platform and then bid for the ip authorizations on ip authorized transaction center, in order to be entitled to use that ip in their own products and services in order to achieve commercial realization.","cps

-­‐ buy ip tokens on the asset trading platform and then bid for the ip authorisations on ip authorised transaction centre, in order to be entitled to use that ip in their own products and services in order to achieve commercial realisation.",0.961223066
Sport_and_Leisure.docx@AllSports.docx,ip authorized transaction center: ip asset owners set the reserve price settled in ip tokens in minutes to derive the total amount of time.,ip authorised transaction centre: ip asset owners set the reserve price settled in ip tokens in minutes so as to derive the total amount of time.,0.960681558
Sport_and_Leisure.docx@AllSports.docx,both ip and cp do not maximize their revenues or profits.,"as a whole, both ip and cp do not maximise their revenues or profits.",0.95869875
Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation's aim is to create a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-­‐based applications in the sports industry.",0.958603501
Sport_and_Leisure.docx@AllSports.docx,"third-party vendor access: for sport and leisure prediction providers worldwide, game makers and other non-blockchain online prediction platforms around the world, sport and leisure public blockchain provides smart contract templates and frameworks, application components, customized apis and sdks to reduce the threshold of online prediction game development.","third-­‐party vendor access: for all sports prediction providers worldwide, game makers and other non-­‐blockchain online prediction platforms around the world, all sports public blockchain provides smart contract templates and frameworks, application components, customised apis and sdks to reduce the threshold of online prediction game development.",0.95809859
Sport_and_Leisure.docx@AllSports.docx,"the sport and leisure team has done much work in terms of project design, resource organization, incubation of the pre-commercial environment and various other aspects, and continuously input manpower resources, intelligence and material inputs in shaping the ecosystem.","the all sports team has done much work in terms of project design, resource organisation, incubation of the pre-­‐commercial environment and various other aspects, and continuously input manpower resources, intelligence and material inputs in shaping the ecosystem.",0.955966592
Sport_and_Leisure.docx@AllSports.docx,the world's top providers of sports prediction information and services will be able to gain access to sport and leisure prediction entertainment platform.,the world's top providers of sports prediction information and services will be able to gain access to all sports prediction entertainment platform.,0.955019116
Sport_and_Leisure.docx@AllSports.docx,"in cps mode, the final effect of realization is mastered in the traffic or cp side with a risk of deduction, which makes it hard to promote the cooperation.","in cps mode, the final effect of realisation is mastered in the traffic or cp side with a risk of deduction, which makes it hard to promote the cooperation.",0.953547895
Sport_and_Leisure.docx@AllSports.docx,the largest community members are many nonkol users who simply speak and quietly praise.,the largest community members are a large number of non-­‐kol users who simply speak and quietly praise.,0.95301801
Sport_and_Leisure.docx@AllSports.docx,"the foundation will not create such secondary markets, nor will it act as an exchange for snl.",the foundation will not create such secondary markets nor will it act as an exchange for soc.,0.951667607
Sport_and_Leisure.docx@AllSports.docx,application layer bases itself on the sport and leisure public blockchain to implement various applications.,application layer bases itself on the all sports public blockchain to implement various applications.,0.947006166
Sport_and_Leisure.docx@AllSports.docx,"in order to obtain users and enhance the experience, applications always need the authorization of ip.","in order to obtain users and enhance the experience, applications always need the authorisation of ip.",0.946870029
Sport_and_Leisure.docx@AllSports.docx,"the foundation and the sport and leisure team do not and do not purport to make, and hereby disclaims, all representations, warranties or undertaking to any entity or person.","the foundation and the all sports team do not and do not purport to make, and hereby disclaims, all representations, warranties or undertaking to any entity or person.",0.945960641
Sport_and_Leisure.docx@AllSports.docx,attract ip supporters and fans to their own products and services so that precise promotion and the empowerment of ip can be achieved.,-­‐ attract ip supporters and fans to their own products and services so that precise promotion and the empowerment of ip can be achieved.,0.944367468
Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation devotes itself to the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐basedapplicationsinthesportsindustry,andpromotingthesafeand harmonious development of the open source blockchain community ecosystem

foundation structure

the foundation structure of all sports public blockchain foundation includes operational processes and protocols for everyday work and special situations.",0.94178915
Sport_and_Leisure.docx@AllSports.docx,"higher quality content will be rewarded with extra snl, while poorer quality content will lead to a deduction of assurance payment.","higher quality content will be rewarded with extra soc, while poorer quality content will lead to a deduction of assurance payment.",0.94024533
Sport_and_Leisure.docx@AllSports.docx,"what’s more, owners should execute that to their authorized materials with a time share, so that cp can redeem them after purchase.","what’s more, owners should execute that to their authorised materials with a time share, so that cp can redeem them after purchase .",0.939205825
Sport_and_Leisure.docx@AllSports.docx,"this whitepaper does not constitute any offer by the foundation or the all sport and leisure team to sell any snl (as defined herein) nor shall it or any part of it nor the fact of its presentation form the basis of, or be relied upon in connection with, any contract or investment decision.","this whitepaper does not constitute any offer by the foundation or the all sports team to sell any soc (as defined herein) nor shall it or any part of it nor the fact of its presentation form the basis of, or be relied upon in connection with, any contract or investment decision.",0.938404262
Sport_and_Leisure.docx@AllSports.docx,"smart contract delivery: through a customized smart contract to achieve a variety of gaming scenarios and different levels of complexity of the code delivery and the usage of the sport and leisure public blockchain, the all snl token platform can prevent the risk of default among participants, ensuring the interests of all parties can be deducted or delivered in a safe, timely and smooth platform.","smart contract delivery: through a customised smart contract to achieve a variety of gaming scenarios and different levels of complexity of the code delivery and the usage of the all sports public blockchain, the all sports platform can prevent the risk of default among participants, ensuring the interests of all parties can be deducted or delivered in a safe, timely and smooth platform.",0.934741974
Sport_and_Leisure.docx@AllSports.docx,publish ip information on a regular basis according to the size of transactions of ip authorization to regularly release all rights of proceeding.,-­‐ publish ip information on a regular basis according to the size of transactions of ip authorisation so as to regularly release all rights of proceeding.,0.934597969
Sport_and_Leisure.docx@AllSports.docx,"after consulting with a wide range of legal advisors and continuous analysis of the development and legal structure of virtual currencies, the foundation will apply a cautious approach towards the sale of snl.","after consulting with a wide range of legal advisors and continuous analysis of the development and legal structure of virtual currencies, the foundation will apply a cautious approach towards the sale of soc.",0.921763778
Sport_and_Leisure.docx@AllSports.docx,"ecosystem composition
global prediction and entertainment providers can implement various online entertainment scenarios and applications through api (application programming interface) and sdk (software development kit) provided by the all snl token platform.","ecosystem composition


global prediction and entertainment providers can implement various online entertainment scenarios and applications through api (application programming interface) and sdk (software development kit) provided by the all sports platform.",0.921198547
Sport_and_Leisure.docx@AllSports.docx,the non-privacy information and attributes of all users in the platform are all publicly available by the cp.,thenon-­‐privacyinformationand attributes of all users in the platform are all publicly available by the cp.,0.918730438
Sport_and_Leisure.docx@AllSports.docx,the role of sport and leisure public blockchain is to assist developers to finish application development and resources monetizing through the usage of snl with apis of key applications.,the role of all sports public blockchain is to assist developers to finish application development and resources monetising through the usage of soc with apis of key applications.,0.913980782
Sport_and_Leisure.docx@AllSports.docx,"the agreement between the foundation (or its affiliate) and you, in relation to any sale and purchase of snl is to be governed by only the separate terms and conditions of such agreement.","the agreement between the foundation (or its affiliate) and you, in relation to any sale and purchase of soc is to be governed by only the separate terms and conditions of such agreement.",0.91307354
Sport_and_Leisure.docx@AllSports.docx,"uncertain regulations and enforcement actions
the regulatory status of snl and distributed ledger technology is unclear or unsettled in many jurisdictions.","uncertain regulations and enforcement actions

the regulatory status of soc and distributed ledger technology is unclear or unsettled in many jurisdictions.",0.91266191
Sport_and_Leisure.docx@AllSports.docx,the platform is based on the sport and leisure public blockchain and snl.,the platform is based on the all sports public blockchain and soc.,0.912363291
Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.",0.910277486
Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","the foundation devotes itself to the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐basedapplicationsinthesportsindustry,andpromotingthesafeand harmonious development of the open source blockchain community ecosystem

foundation structure

the foundation structure of all sports public blockchain foundation includes operational processes and protocols for everyday work and special situations.",0.904644728
Sport_and_Leisure.docx@AllSports.docx,"technical realization
blockchain technology is used to record all trading information and user information on the open all snl token platform in a native decentralized ledger.","technical realisation

blockchain technology is used to record all trading information and user information on the open all sports platform in a native decentralised ledger.",0.895512223
Sport_and_Leisure.docx@AllSports.docx,"supporters and fans can trade ip tokens on the trading platform with snl, to bring the price of ip assets in line with the market.","supporters and fans are able to trade ip tokens on the trading platform with soc, to bring the price of ip assets in line with the market.",0.894091964
Sport_and_Leisure.docx@AllSports.docx,"all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralized, globalized sport and leisure blockchain platform which is deeply rooted in the sports industry ecosystem, enabling freeflow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation devotes itself to the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐basedapplicationsinthesportsindustry,andpromotingthesafeand harmonious development of the open source blockchain community ecosystem

foundation structure

the foundation structure of all sports public blockchain foundation includes operational processes and protocols for everyday work and special situations.",0.89309299
Sport_and_Leisure.docx@AllSports.docx,platform-generated content would have to provide an assurance payment in snl before being given access to the initial distribution.,platform-­‐generated content would have to provide an assurance payment in soc before being given access to the initial distribution.,0.890907407
Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","the all sports platform aims to use blockchain technology to provide open platform services for decentralised sports ecosystem chain, giving all business participants transparent application development services and business realisations through operation of blockchain ecosystem chain and tokenisation of assets in order to achieve business goals.",0.89049387
Sport_and_Leisure.docx@AllSports.docx,"all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralized, globalized sport and leisure blockchain platform which is deeply rooted in the sports industry ecosystem, enabling freeflow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the foundation's aim is to create a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-­‐based applications in the sports industry.",0.885206103
Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.",0.882188022
Sport_and_Leisure.docx@AllSports.docx,"foundation structure
the foundation structure of sport and leisure public blockchain foundation includes operational processes and protocols for everyday work and special situations.","the foundation devotes itself to the research, design and development of, and advocacy for a decentralised, globalised sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-­‐flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-­‐basedapplicationsinthesportsindustry,andpromotingthesafeand harmonious development of the open source blockchain community ecosystem

foundation structure

the foundation structure of all sports public blockchain foundation includes operational processes and protocols for everyday work and special situations.",0.880803704
Sport_and_Leisure.docx@AllSports.docx,"section 3: sport and leisure public blockchain and snl
abstract
sport and leisure public blockchain uses snl as the medium to combine sports industry and the application and business environment of sports ecosystem chain by blockchain technology.","section 3: all sports public blockchain and soc

abstract

all sports public blockchain uses soc as the medium to combine sports industry and the application and business environment of sports ecosystem chain by blockchain technology.",0.87448585
Sport_and_Leisure.docx@AllSports.docx,"other risks
in addition to the risks, there are other risks (as more particularly set out in the token purchase agreement) with your purchase, holding and use of snl, including those that the foundation cannot anticipate.","other risks

in addition to the aforementioned risks, there are other risks (as more particularly set out in the token purchase agreement) associated with your purchase, holding and use of soc, including those that the foundation cannot anticipate.",0.872629881
Sport_and_Leisure.docx@AllSports.docx,all games and apps provided by cps and the props and functions in these games use snl for open and transparent pricing.,"all games and apps provided by cps -­‐ and also the props and functions in these games
-­‐ use soc for open and transparent pricing.",0.868791938
Sport_and_Leisure.docx@AllSports.docx,"you should conduct full due diligence on the foundation (and its affiliates), the sport and leisure team, understand the overall framework and vision for the all snl token platform prior to purchasing snl.","you should conduct full due diligence on the foundation (and its affiliates), the all sports team, understand the overall framework and vision for the all sports platform prior to purchasing soc.",0.868250251
Sport_and_Leisure.docx@AllSports.docx,payment through snl is the only way supported on the platform.,payment through soc is the only way supported on the platform.,0.865406811
Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","the all sports platform aims to use blockchain technology to provide open platform services for decentralised sports ecosystem chain, giving all business participants transparent application development services and business realisations through operation of blockchain ecosystem chain and tokenisation of assets in order to achieve business goals.",0.863575637
Sport_and_Leisure.docx@AllSports.docx,"prediction and entertainment platform
sport and leisure prediction and entertainment platform is a set of ecosystem services built on the all snl token platform, public blockchain and snl.","prediction and entertainment platform

all sports prediction and entertainment platform is a set of ecosystem services built on the all sports platform, public blockchain and soc.",0.863518357
Sport_and_Leisure.docx@AllSports.docx,"at the same time, third-party service providers can support snl through their sdks or apis on their own web-based platforms.","at the same time, third-­‐party service providers can support soc through their sdks or apis on their own web-­‐based platforms.",0.861585498
Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.",the platform is based on the all sports public blockchain and soc.,0.858418107
Sport_and_Leisure.docx@AllSports.docx,these forward-looking statements are applicable only as of the date of this whitepaper and the foundation and the sport and leisure team expressly disclaims any responsibility (whether express or implied) to release any revisions to these forward-looking statements to reflect events after such date.,theseforward-­‐lookingstatementsareapplicableonlyasofthedateofthis whitepaper and the foundation and the all sports team expressly disclaims any responsibility (whether express or implied) to release any revisions to these forward-­‐ looking statements to reflect events after such date.,0.85180372
Sport_and_Leisure.docx@AllSports.docx,"also, as it is based on a completely open and transparent environment that is supervised by the public, all snl token platform aims to rebuild the reputation of the sports prediction industry, enhancing participants' contractual spirit and maintaining a good platform order.","also, as it is based on a completely open and transparent environment that is supervised by the public, all sports platform aims to rebuild the reputation of the sports prediction industry, enhancing participants' contractual spirit and maintaining a good platform order.",0.850857794
Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.","all sports public blockchain makes use of blockchain technology, which combines application and business situations of sports industry and sports ecosystem chain, and will issue its native cryptographic token all sports coin (soc) for use on the all sports public blockchain.",0.85061121
Sport_and_Leisure.docx@AllSports.docx,"section 8: token release plan
963,252,000 snl will be issued in total, and distributed as follows:
maximum of 25% of snl issued will be sold in the private sale, to a maximum of 149 purchasers.","update the plan and timetable in 2018/2/7



section 8: token release plan

1.5 billion soc will be issued in total, and distributed as follows:

40% of soc issued (600 million) will be sold in the private sale, to a maximum of 149 purchasers.",0.848923683
Sport_and_Leisure.docx@AllSports.docx,"in particular, you understand and accept that snl:
is non-refundable cannot be exchanged for cash (or its equivalent value in any other virtual currency) or any payment obligation by the foundation or any affiliate;
does not represent or confer on the token holder any right of any form with respect to the foundation (or any of its affiliates) or its revenues or assets, including without limitation any right to receive future revenue, shares, ownership right or stake, share or security, any voting, distribution, redemption, liquidation, proprietary (including all forms of intellectual property), or other financial or legal rights or equivalent rights, or intellectual property rights or any other form of participation in or relating to the all snl token platform, the foundation and/or its service providers;
is not intended to be a representation of money (including electronic money), security, commodity, bond, debt instrument or any other kind of financial instrument or investment;
is not a loan to the foundation or any of its affiliates, is not intended to represent a debt owed by the foundation or any of its affiliates, and there is no expectation of profit; and
does not provide the token holder with any ownership or other interest in the foundation or any of its affiliates.","in particular, you understand and accept that soc:

is non-­‐refundable cannot be exchanged for cash (or its equivalent value in any other virtual currency) or any payment obligation by the foundation or any affiliate;
does not represent or confer on the token holder any right of any form with respect to the foundation (or any of its affiliates) or its revenues or assets, including without limitation any right to receive future revenue, shares, ownership right or stake, share or security, any voting, distribution, redemption, liquidation, proprietary (including all forms of intellectual property), or other financial or legal rights or equivalent rights, or intellectual property rights or any other form of participation in or relating to the all sports platform, the foundation and/or its service providers;
is not intended to be a representation of money (including electronic money), security, commodity, bond, debt instrument or any other kind of financial instrument or investment;
is not a loan to the foundation or any of its affiliates, is not intended to represent a debt owed by the foundation or any of its affiliates, and there is no expectation of profit; and
does not provide the token holder with any ownership or other interest in the foundation or any of its affiliates.",0.848175704
Sport_and_Leisure.docx@AllSports.docx,"economic system
party with ip assets
enroll in an asset distribution platform and then issue ip tokens which are named after the respective ip, in exchange for snl from supporters and fans.",ip asset distribution platform (primary market): a platform to first release the ip assets and distribute them through the form of additional ip token.,0.841305494
Sport_and_Leisure.docx@AllSports.docx,ip asset distribution platform (primary market): a platform to first release the ip assets and distribute them through the form of additional ip token.,"economic system

party with ip assets

-­‐ enroll in an asset distribution platform and then issue ip tokens which are named

after the respective ip, in exchange for soc from supporters and fans.",0.835922301
Sport_and_Leisure.docx@AllSports.docx,"sports information & community
the spread of sports industry, the exertion of its influence, and the interaction between ips and fans have all transferred to mobile internet in large numbers.","with the help of mobile internet's capability, social communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.",0.828055978
Sport_and_Leisure.docx@AllSports.docx,"thereafter, the issued ip tokens would enter the secondary market.",ip asset trading platform (secondary market): circulating ip tokens are introduced.,0.827494502
Sport_and_Leisure.docx@AllSports.docx,ip asset trading platform (secondary market): circulating ip tokens are introduced.,"thereafter, the issued ip tokens would enter the secondary market.",0.827494502
Sport_and_Leisure.docx@AllSports.docx,"nothing contained in this whitepaper is or may be relied upon as a promise, representation or undertaking as to the future performance of the all snl token platform.","nothing contained in this whitepaper is or may be relied upon as a promise, representation or undertaking as to the future performance of the all sports platform.",0.825771093
Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.","all sports public blockchain makes use of blockchain technology, which combines application and business situations of sports industry and sports ecosystem chain, and will issue its native cryptographic token all sports coin (soc) for use on the all sports public blockchain.",0.824858129
Sport_and_Leisure.docx@AllSports.docx,"however, there are still many problems in operation and trading:




pg.","however, there are still many problems in operation and trading:

first of all, there are regional restrictions.",0.821823716
Sport_and_Leisure.docx@AllSports.docx,"the foundation devotes itself to the research, design and development of, and advocacy for a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry and a variety of blockchain-based applications in the sports industry, and promoting the safe and harmonious development of the open source blockchain community ecosystem.",the platform is based on the all sports public blockchain and soc.,0.820265412
Sport_and_Leisure.docx@AllSports.docx,"the agreement for sale and purchase of snl shall be governed by a separate set of terms and conditions or token purchase agreement (as the case may be) setting out the terms of such purchase (the token purchase agreement), which shall be separately provided to you or made available at in the event of any inconsistencies between the token purchase agreement and this whitepaper, the token purchase agreement shall prevail.","the agreement for sale and purchase of soc shall be governed by a separate set of terms and conditions or token purchase agreement (as the case may be) setting out the terms of such purchase (the token purchase agreement), which shall be separately provided to you or made available at in the event of any inconsistencies between the token purchase agreement and this whitepaper, the token purchase agreement shall prevail.",0.818794727
Sport_and_Leisure.docx@AllSports.docx,"4 – copyright protected by snltoken.io development team – version 1.4


section 2: background introduction and market opportunity
background
in 2018 the annual output value of global sports industry is nearly 2 trillion u.s. dollars, including various categories such as competitive sports, recreational sports and emerging e-sports.","section 2: background introduction and market opportunity

background

in 2017 the annual output value of global sports industry is nearly 2 trillion u.s. dollars, including various categories such as competitive sports, recreational sports and emerging e-­‐sports.",0.818514109
Sport_and_Leisure.docx@AllSports.docx,"the foundation's aim is to create a decentralized, globalized sports blockchain platform which is deeply rooted in the sports industry ecosystem, enabling free-flow of sharing and transmission of values by all users and participants in the industry, and a variety of blockchain-based applications in the sports industry.",anyone and any third party software can contribute their own applications to the platform of all sports public blockchain.,0.816202402
Sport_and_Leisure.docx@AllSports.docx,ip asset trading platform (secondary market): circulating ip tokens are introduced.,ip asset distribution platform (primary market): a platform to first release the ip assets and distribute them through the form of additional ip token.,0.81567359
Sport_and_Leisure.docx@AllSports.docx,ip asset distribution platform (primary market): a platform to first release the ip assets and distribute them through the form of additional ip token.,ip asset trading platform (secondary market): circulating ip tokens are introduced.,0.81567359
Sport_and_Leisure.docx@AllSports.docx,"to the extent a secondary market or exchange for trading snl does develop, it would be run and operated wholly independently of the foundation, the sale of snl and the all snl token platform.","to the extent a secondary market or exchange for trading soc does develop, it would be run and operated wholly independently of the foundation, the sale of soc and the all sports platform.",0.815482616
Sport_and_Leisure.docx@AllSports.docx,"security weaknesses
hackers or other malicious groups or organizations may attempt to interfere with snl and/or the all snl token platform in a variety of ways, including, but not limited to, malware attacks, denial of service attacks, consensus-based attacks, sybil attacks, smurfing and spoofing.","security weaknesses

hackers or other malicious groups or organisations may attempt to interfere with soc and/or the all sports platform in a variety of ways, including, but not limited to, malwareattacks,denialofserviceattacks,consensus-­‐basedattacks,sybilattacks, smurfing and spoofing.",0.815439582
Sport_and_Leisure.docx@AllSports.docx,"it is impossible to predict how, when or whether regulatory agencies may apply existing regulations or create new regulations with respect to such technology and its applications, including snl and/or the all snl token platform.","it is impossible to predict how, when or whether regulatory agencies may apply existing regulations or create new regulations with respect to such technology and its applications, including soc and/or the all sports platform.",0.811824977
Sport_and_Leisure.docx@AllSports.docx,"the all snl token platform aims to use blockchain technology to provide open platform services for decentralized sports ecosystem chain, giving all business participants transparent application development services and business realizations through operation of blockchain ecosystem chain and tokenization of assets in order to achieve business goals.","the all sports platform aims to use blockchain technology to provide open platform services for decentralised sports ecosystem chain, giving all business participants transparent application development services and business realisations through operation of blockchain ecosystem chain and tokenisation of assets in order to achieve business goals.",0.811597049
Sport_and_Leisure.docx@AllSports.docx,"supporters and fans can trade ip tokens on the trading platform with snl, to bring the price of ip assets in line with the market.","supporters and fans

-­‐ buy and sell ip tokens on asset trading platforms through soc held, and potentially share in the value of the underlying ip.",0.810594082
Sport_and_Leisure.docx@AllSports.docx,ip asset trading platform (secondary market): circulating ip tokens are introduced.,"supporters and fans

-­‐ buy and sell ip tokens on asset trading platforms through soc held, and potentially share in the value of the underlying ip.",0.808291435
Sport_and_Leisure.docx@AllSports.docx,"prospective purchasers of snl should carefully consider and evaluate all risks and uncertainties (including financial and legal risks and uncertainties) with the snl token sale, the foundation and the team.","prospective purchasers of soc should carefully consider and evaluate all risks and uncertainties (including financial and legal risks and uncertainties) associated with the soc token sale, the foundation and the all sports team.",0.806296229
Sport_and_Leisure.docx@AllSports.docx,"snl public blockchain makes use of blockchain technology, which combines application and business situations of sports and leisure industry and sports ecosystem chain and will issue its native cryptographic token snl token (snl) for use on the sport and leisure public blockchain.","all sports public blockchain makes use of blockchain technology, which combines application and business situations of sports industry and sports ecosystem chain, and will issue its native cryptographic token all sports coin (soc) for use on the all sports public blockchain.",0.806040585
Sport_and_Leisure.docx@AllSports.docx,"sports information & community
the spread of sports industry, the exertion of its influence, and the interaction between ips and fans have all transferred to mobile internet in large numbers.","with the development and growth of internet, especially of mobile internet, sports industry has been massively migrating from traditional channels to mobile internet and expanded continuously through the mobile internet.",0.804745197
Sport_and_Leisure.docx@AllSports.docx,the platform is based on the sport and leisure public blockchain and snl.,"the all sports platform aims to use blockchain technology to provide open platform services for decentralised sports ecosystem chain, giving all business participants transparent application development services and business realisations through operation of blockchain ecosystem chain and tokenisation of assets in order to achieve business goals.",0.804595351
Sport_and_Leisure.docx@AllSports.docx,"with the help of mobile internet's capability, snl communities and networks of sports users in the world are built to further expand influence and user stickiness of sports industry at the same time.","sports information & community

the spread of sports industry, the exertion of its influence, and the interaction between ips and fans have all transferred to mobile internet in large numbers.",0.80420512
Sport_and_Leisure.docx@AllSports.docx,"you are cautioned not to place undue reliance on these forward-looking statements given that these statements involve known and unknown risks, uncertainties and other factors that may cause the actual future results draft for open community review and subject to change.","you are cautioned not to place undue reliance on theseforward-­‐lookingstatementsgiventhatthesestatementsinvolveknownand unknown risks, uncertainties and other factors that may cause the actual future results

to be materially different from that described by such forward-­‐looking statements.",0.803995609
Sport_and_Leisure.docx@AllSports.docx,"5 – copyright protected by snltoken.io development team – version 1.4

sponsored derivatives (based on ip licensing) as well as sports betting have become the two largest sources of commercial revenue for sports industry.",sponsored derivatives (based on ip licensing) as well as sports betting have become the two largest sources of commercial revenue for sports industry.,0.802344739
