key,query,source,score
PRIZM.docx@Nxt.docx,"this process is known as forging and is akin to the notion of ""mining"" used by other cryptocurrencies.","thisprocessisknownasforging,andisakin to the “mining”concept employed by other cryptocurrencies.",0.827185512
PRIZM.docx@Nxt.docx,"review


2
i
1





blocks are generated every 60 seconds, on average, by accounts that are not blocked on network nodes.","blocks are generated every 60 seconds, on average, by accounts that are unlocked
on network nodes.",0.824717045
PRIZM.docx@Nxt.docx,"the more coins you have in your account, the more likely it is that your account will be entitled to create a block.","the more tokens that are held in the account, the greater the chance that account will earn the right to generate a block.",0.820969105
PRIZM.docx@Nxt.docx,"this workbook provides a permanent record of the transactions that have oc­ curred, and it also establishes the order in which the transactions were made.","this ledger provides a permanent record of transactions that have taken place,and also establishes the order in which transactions have occurred.",0.819763303
PRIZM.docx@Nxt.docx,"an effective account balance consists of all the coins that were stationary on that account for 1,440 blocks.",an account’s effective balance consists of all tokens that have been stationary in that account for 1440 blocks.,0.819148779
PRIZM.docx@Nxt.docx,"attacks on history

in ""attack on history,"" someone acquires a large number of coins, sells them, and then tries to create a successful fork just before their coins have been sold or exchanged.","history attack

ina“historyattack”,someoneacquiresalargenumberoftokens,sellsthem, and then attempts to create a successful fork from just before the time when their tokens were sold or traded.",0.81731391
PRIZM.docx@Nxt.docx,the consequence ofthis is that you can estimate the time it will take for any account toforce the block by comparing the hit value of that account to the target value.,the corollary of this is that you can estimate the time that will be required for any account to forge a block by comparing that account’s hit value to the target value.,0.816959798
PRIZM.docx@Nxt.docx,"transactions are considered secure after 10 block confirmations, and the current archi­ tecture and block size of the pzm allow processing up to 367,200 transactions per day.","transactions are deemed safe after 10 block confirmations, andnxt’scurrentarchitectureand block size cap allows for the processing of up to 367,200 transactions per day.",0.816626191
PRIZM.docx@Nxt.docx,"in mid-january 2014, the statistics stored on the site blockchain.info, showed that the continuoussupportof bitcoin operations requires a continu­ ous hash rate of about 18 million gh / s. within one day, this hashing power produced 1.5 trillion trial blocks, which were generated and rejected by bitcoin's mayonnaise, in search of one magical 144 blocks that will cover them $ 2.2 million.","during the course of one day, that much hashing power produced 1.5 trillion trial blocks that were generated and rejected by bitcoin miners looking for one the magic 144 blocks that would net them $2.2 million usd.",0.815175533
PRIZM.docx@Nxt.docx,the payload that gen erates the account and all signatures on each block can be checked by all the network nodes that receive it.,"the payload value, generating account, and all of the signatures on each block can be verified by all network nodes who receive it.",0.814243078
PRIZM.docx@Nxt.docx,"since then, the confirmation time has shifted from 8 to 10 minutes.",confirmation times have since resettled in the 8 to 10 minute range.,0.8115803
PRIZM.docx@Nxt.docx,"coins that meet this criterion contribute to an efficient account balance, and that balance is used to determine the probability of forging.",the effective balance of an account is used as the basis for an account’s forging calculations15.,0.809731841
PRIZM.docx@Nxt.docx,"this format was implemented in response to concerns that an incorrect account address could result in coinsj aliases, or assets being irreversibly transferred to erroneous target accoun ts.","this format was implemented in response to concerns that

14for more information:




a mistyped account address could result in tokens, aliases, or assets being irreversibly transferred to erroneous destination accounts.",0.808745503
PRIZM.docx@Nxt.docx,"if a transaction is not included in the block before it expires, it burns and is deleted from the transaction pool.","if a transaction has not been included in a block before the transaction deadline expires, the transaction is removed from the network.",0.806036353
PRIZM.docx@Nxt.docx,"if the transaction was not included in the block before the transaction deadline, the transaction is removed from the network.","if a transaction is not included in a block before its deadline, it expires and is removed from the transaction pool.",0.804073095
PRIZM.docx@Nxt.docx,the extreme form of this attack usually fails because the prizm blockchain cannot be reorganized by more than 720 blocks behind the current block height.,the extreme form of this attack generally fails because the nxt blockchain cannot be re-organized more than 720 blocksbehindthecurrent block height.,0.802842259
